,RH
2019-09-02 08:45:00,70.83999999999999
2019-09-02 08:46:00,70.79899999999999
2019-09-02 08:47:00,70.752
2019-09-02 08:48:00,70.675
2019-09-02 08:49:00,70.58500000000001
2019-09-02 08:50:00,70.49600000000001
2019-09-02 08:51:00,70.47
2019-09-02 08:52:00,70.44200000000001
2019-09-02 08:53:00,70.36200000000001
2019-09-02 08:54:00,70.30500000000002
2019-09-02 08:55:00,70.24300000000002
2019-09-02 08:56:00,70.07600000000002
2019-09-02 08:57:00,69.92200000000001
2019-09-02 08:58:00,69.98700000000001
2019-09-02 08:59:00,69.90900000000002
2019-09-02 09:00:00,69.73900000000002
2019-09-02 09:01:00,69.58600000000001
2019-09-02 09:02:00,69.37800000000001
2019-09-02 09:03:00,69.277
2019-09-02 09:04:00,69.21799999999999
2019-09-02 09:05:00,69.19899999999998
2019-09-02 09:06:00,69.22599999999998
2019-09-02 09:07:00,69.294
2019-09-02 09:08:00,69.362
2019-09-02 09:09:00,69.38899999999998
2019-09-02 09:10:00,69.36999999999998
2019-09-02 09:11:00,69.18399999999998
2019-09-02 09:12:00,69.08399999999997
2019-09-02 09:13:00,68.97699999999998
2019-09-02 09:14:00,68.73899999999998
2019-09-02 09:15:00,68.50499999999998
2019-09-02 09:16:00,68.20299999999999
2019-09-02 09:17:00,67.93699999999998
2019-09-02 09:18:00,67.56599999999999
2019-09-02 09:19:00,67.31999999999998
2019-09-02 09:20:00,67.18099999999998
2019-09-02 09:21:00,67.11099999999999
2019-09-02 09:22:00,67.09299999999999
2019-09-02 09:23:00,67.18799999999997
2019-09-02 09:24:00,67.47899999999997
2019-09-02 09:25:00,67.48399999999997
2019-09-02 09:26:00,67.46899999999997
2019-09-02 09:27:00,67.38799999999996
2019-09-02 09:28:00,67.38599999999997
2019-09-02 09:29:00,67.23999999999997
2019-09-02 09:30:00,67.07799999999996
2019-09-02 09:31:00,66.82999999999996
2019-09-02 09:32:00,66.59399999999997
2019-09-02 09:33:00,66.22799999999995
2019-09-02 09:34:00,65.73999999999995
2019-09-02 09:35:00,65.58999999999995
2019-09-02 09:36:00,65.46999999999996
2019-09-02 09:37:00,65.32699999999996
2019-09-02 09:38:00,65.04799999999996
2019-09-02 09:39:00,65.00599999999996
2019-09-02 09:40:00,64.92199999999995
2019-09-02 09:41:00,64.87699999999997
2019-09-02 09:42:00,64.85199999999996
2019-09-02 09:43:00,64.81799999999997
2019-09-02 09:44:00,64.72899999999997
2019-09-02 09:45:00,64.58599999999997
2019-09-02 09:46:00,64.47199999999997
2019-09-02 09:47:00,64.35299999999998
2019-09-02 09:48:00,64.26499999999997
2019-09-02 09:49:00,64.12899999999998
2019-09-02 09:50:00,64.02399999999997
2019-09-02 09:51:00,63.92299999999998
2019-09-02 09:52:00,63.77699999999997
2019-09-02 09:53:00,63.681999999999974
2019-09-02 09:54:00,63.64499999999997
2019-09-02 09:55:00,63.59699999999998
2019-09-02 09:56:00,63.55899999999998
2019-09-02 09:57:00,63.55699999999998
2019-09-02 09:58:00,63.43399999999998
2019-09-02 09:59:00,63.277999999999984
2019-09-02 10:00:00,63.10199999999999
2019-09-02 10:01:00,62.94599999999999
2019-09-02 10:02:00,62.903999999999996
2019-09-02 10:03:00,62.690999999999995
2019-09-02 10:04:00,62.487
2019-09-02 10:05:00,62.267999999999994
2019-09-02 10:06:00,62.136999999999986
2019-09-02 10:07:00,61.905999999999985
2019-09-02 10:08:00,61.73399999999998
2019-09-02 10:09:00,61.61299999999998
2019-09-02 10:10:00,61.50699999999997
2019-09-02 10:11:00,61.37099999999997
2019-09-02 10:12:00,61.112999999999964
2019-09-02 10:13:00,61.00199999999997
2019-09-02 10:14:00,60.88299999999996
2019-09-02 10:15:00,60.801999999999964
2019-09-02 10:16:00,60.61999999999997
2019-09-02 10:17:00,60.568999999999974
2019-09-02 10:18:00,60.47499999999998
2019-09-02 10:19:00,60.32399999999998
2019-09-02 10:20:00,60.20899999999998
2019-09-02 10:21:00,60.06899999999998
2019-09-02 10:22:00,59.89899999999998
2019-09-02 10:23:00,59.72599999999998
2019-09-02 10:24:00,59.54199999999999
2019-09-02 10:25:00,59.32399999999998
2019-09-02 10:26:00,59.125999999999976
2019-09-02 10:27:00,58.83199999999998
2019-09-02 10:28:00,58.613999999999976
2019-09-02 10:29:00,58.42199999999998
2019-09-02 10:30:00,58.23699999999998
2019-09-02 10:31:00,58.09099999999997
2019-09-02 10:32:00,58.02699999999997
2019-09-02 10:33:00,57.967999999999975
2019-09-02 10:34:00,57.96199999999997
2019-09-02 10:35:00,57.90699999999997
2019-09-02 10:36:00,57.867999999999974
2019-09-02 10:37:00,57.815999999999974
2019-09-02 10:38:00,57.69399999999998
2019-09-02 10:39:00,57.564999999999976
2019-09-02 10:40:00,57.37799999999997
2019-09-02 10:41:00,57.18499999999998
2019-09-02 10:42:00,56.993999999999986
2019-09-02 10:43:00,56.83299999999999
2019-09-02 10:44:00,56.69799999999999
2019-09-02 10:45:00,56.576999999999984
2019-09-02 10:46:00,56.40099999999999
2019-09-02 10:47:00,56.29599999999998
2019-09-02 10:48:00,56.23699999999998
2019-09-02 10:49:00,56.22199999999998
2019-09-02 10:50:00,56.265999999999984
2019-09-02 10:51:00,56.304999999999986
2019-09-02 10:52:00,56.31899999999998
2019-09-02 10:53:00,56.25399999999998
2019-09-02 10:54:00,56.10399999999997
2019-09-02 10:55:00,55.97099999999997
2019-09-02 10:56:00,55.87199999999997
2019-09-02 10:57:00,55.75599999999997
2019-09-02 10:58:00,55.653999999999975
2019-09-02 10:59:00,55.528999999999975
2019-09-02 11:00:00,55.379999999999974
2019-09-02 11:01:00,55.226999999999975
2019-09-02 11:02:00,55.062999999999974
2019-09-02 11:03:00,54.92899999999999
2019-09-02 11:04:00,54.80499999999999
2019-09-02 11:05:00,54.7
2019-09-02 11:06:00,54.641
2019-09-02 11:07:00,54.577
2019-09-02 11:08:00,54.339999999999996
2019-09-02 11:09:00,54.134
2019-09-02 11:10:00,53.92800000000001
2019-09-02 11:11:00,53.723
2019-09-02 11:12:00,53.501999999999995
2019-09-02 11:13:00,53.29599999999999
2019-09-02 11:14:00,53.101
2019-09-02 11:15:00,52.919
2019-09-02 11:16:00,52.725999999999985
2019-09-02 11:17:00,52.56099999999999
2019-09-02 11:18:00,52.575999999999986
2019-09-02 11:19:00,52.56899999999998
2019-09-02 11:20:00,52.532999999999994
2019-09-02 11:21:00,52.48599999999999
2019-09-02 11:22:00,52.395999999999994
2019-09-02 11:23:00,52.29999999999999
2019-09-02 11:24:00,52.176999999999985
2019-09-02 11:25:00,52.04899999999998
2019-09-02 11:26:00,51.90799999999997
2019-09-02 11:27:00,51.72399999999997
2019-09-02 11:28:00,51.51899999999996
2019-09-02 11:29:00,51.304999999999964
2019-09-02 11:30:00,51.105999999999966
2019-09-02 11:31:00,50.93799999999996
2019-09-02 11:32:00,50.85899999999996
2019-09-02 11:33:00,50.814999999999955
2019-09-02 11:34:00,50.774999999999956
2019-09-02 11:35:00,50.72999999999996
2019-09-02 11:36:00,50.688999999999965
2019-09-02 11:37:00,50.57699999999996
2019-09-02 11:38:00,50.343999999999966
2019-09-02 11:39:00,50.111999999999966
2019-09-02 11:40:00,49.87699999999997
2019-09-02 11:41:00,49.651999999999965
2019-09-02 11:42:00,49.39099999999996
2019-09-02 11:43:00,49.075999999999965
2019-09-02 11:44:00,48.761999999999965
2019-09-02 11:45:00,48.40599999999996
2019-09-02 11:46:00,48.05599999999996
2019-09-02 11:47:00,47.82799999999996
2019-09-02 11:48:00,47.764999999999965
2019-09-02 11:49:00,47.66499999999996
2019-09-02 11:50:00,47.54199999999996
2019-09-02 11:51:00,47.34699999999996
2019-09-02 11:52:00,47.06399999999995
2019-09-02 11:53:00,46.83199999999995
2019-09-02 11:54:00,46.69099999999994
2019-09-02 11:55:00,46.64199999999994
2019-09-02 11:56:00,46.594999999999935
2019-09-02 11:57:00,46.43099999999994
2019-09-02 11:58:00,46.11799999999994
2019-09-02 11:59:00,45.762999999999934
2019-09-02 12:00:00,45.387999999999934
2019-09-02 12:01:00,44.978999999999935
2019-09-02 12:02:00,44.59099999999994
2019-09-02 12:03:00,44.205999999999946
2019-09-02 12:04:00,43.764999999999944
2019-09-02 12:05:00,43.30599999999994
2019-09-02 12:06:00,42.85799999999994
2019-09-02 12:07:00,42.48199999999994
2019-09-02 12:08:00,42.19099999999994
2019-09-02 12:09:00,42.020999999999944
2019-09-02 12:10:00,41.94099999999994
2019-09-02 12:11:00,41.94499999999994
2019-09-02 12:12:00,42.03399999999995
2019-09-02 12:13:00,42.08299999999994
2019-09-02 12:14:00,42.11599999999994
2019-09-02 12:15:00,42.181999999999945
2019-09-02 12:16:00,42.233999999999945
2019-09-02 12:17:00,42.30299999999995
2019-09-02 12:18:00,42.38799999999995
2019-09-02 12:19:00,42.36999999999995
2019-09-02 12:20:00,42.22699999999995
2019-09-02 12:21:00,42.136999999999944
2019-09-02 12:22:00,42.05299999999994
2019-09-02 12:23:00,42.01699999999994
2019-09-02 12:24:00,41.98699999999994
2019-09-02 12:25:00,41.89499999999994
2019-09-02 12:26:00,41.78899999999994
2019-09-02 12:27:00,41.707999999999934
2019-09-02 12:28:00,41.622999999999934
2019-09-02 12:29:00,41.65199999999993
2019-09-02 12:30:00,41.79699999999993
2019-09-02 12:31:00,41.86599999999993
2019-09-02 12:32:00,41.93299999999993
2019-09-02 12:33:00,41.985999999999926
2019-09-02 12:34:00,42.07299999999993
2019-09-02 12:35:00,42.18899999999992
2019-09-02 12:36:00,42.308999999999926
2019-09-02 12:37:00,42.430999999999926
2019-09-02 12:38:00,42.54899999999993
2019-09-02 12:39:00,42.61499999999993
2019-09-02 12:40:00,42.66699999999993
2019-09-02 12:41:00,42.73799999999993
2019-09-02 12:42:00,42.80199999999993
2019-09-02 12:43:00,42.83799999999993
2019-09-02 12:44:00,42.83099999999993
2019-09-02 12:45:00,42.805999999999926
2019-09-02 12:46:00,42.79799999999993
2019-09-02 12:47:00,42.76299999999993
2019-09-02 12:48:00,42.775999999999925
2019-09-02 12:49:00,42.78299999999992
2019-09-02 12:50:00,42.72899999999992
2019-09-02 12:51:00,42.65799999999992
2019-09-02 12:52:00,42.59699999999992
2019-09-02 12:53:00,42.50599999999992
2019-09-02 12:54:00,42.37699999999992
2019-09-02 12:55:00,42.24699999999992
2019-09-02 12:56:00,42.11299999999992
2019-09-02 12:57:00,41.94199999999992
2019-09-02 12:58:00,41.75099999999992
2019-09-02 12:59:00,41.53099999999992
2019-09-02 13:00:00,41.32899999999992
2019-09-02 13:01:00,41.05399999999993
2019-09-02 13:02:00,40.73799999999993
2019-09-02 13:03:00,40.41899999999994
2019-09-02 13:04:00,40.12699999999994
2019-09-02 13:05:00,39.78199999999993
2019-09-02 13:06:00,39.35899999999994
2019-09-02 13:07:00,38.97199999999994
2019-09-02 13:08:00,38.594999999999935
2019-09-02 13:09:00,38.23399999999994
2019-09-02 13:10:00,37.84699999999994
2019-09-02 13:11:00,37.51799999999994
2019-09-02 13:12:00,37.19999999999994
2019-09-02 13:13:00,36.93099999999994
2019-09-02 13:14:00,36.60499999999994
2019-09-02 13:15:00,36.32999999999994
2019-09-02 13:16:00,36.076999999999934
2019-09-02 13:17:00,35.79999999999993
2019-09-02 13:18:00,35.51099999999993
2019-09-02 13:19:00,35.201999999999934
2019-09-02 13:20:00,34.93499999999993
2019-09-02 13:21:00,34.69399999999993
2019-09-02 13:22:00,34.40499999999993
2019-09-02 13:23:00,34.10799999999993
2019-09-02 13:24:00,33.87399999999994
2019-09-02 13:25:00,33.58199999999994
2019-09-02 13:26:00,33.29699999999994
2019-09-02 13:27:00,33.03699999999994
2019-09-02 13:28:00,32.72599999999994
2019-09-02 13:29:00,32.42199999999994
2019-09-02 13:30:00,32.08699999999995
2019-09-02 13:31:00,31.761999999999944
2019-09-02 13:32:00,31.535999999999945
2019-09-02 13:33:00,31.353999999999946
2019-09-02 13:34:00,31.142999999999944
2019-09-02 13:35:00,31.05299999999994
2019-09-02 13:36:00,30.99699999999994
2019-09-02 13:37:00,30.98499999999994
2019-09-02 13:38:00,30.993999999999943
2019-09-02 13:39:00,31.037999999999943
2019-09-02 13:40:00,31.12999999999994
2019-09-02 13:41:00,31.204999999999938
2019-09-02 13:42:00,31.227999999999934
2019-09-02 13:43:00,31.207999999999934
2019-09-02 13:44:00,31.222999999999935
2019-09-02 13:45:00,31.208999999999936
2019-09-02 13:46:00,31.216999999999935
2019-09-02 13:47:00,31.147999999999932
2019-09-02 13:48:00,31.05299999999993
2019-09-02 13:49:00,30.94599999999993
2019-09-02 13:50:00,30.778999999999932
2019-09-02 13:51:00,30.601999999999936
2019-09-02 13:52:00,30.42999999999994
2019-09-02 13:53:00,30.291999999999934
2019-09-02 13:54:00,30.191999999999933
2019-09-02 13:55:00,30.008999999999936
2019-09-02 13:56:00,29.816999999999933
2019-09-02 13:57:00,29.689999999999934
2019-09-02 13:58:00,29.657999999999937
2019-09-02 13:59:00,29.59299999999994
2019-09-02 14:00:00,29.564999999999934
2019-09-02 14:01:00,29.515999999999934
2019-09-02 14:02:00,29.43199999999993
2019-09-02 14:03:00,29.29099999999993
2019-09-02 14:04:00,29.05799999999993
2019-09-02 14:05:00,28.85599999999993
2019-09-02 14:06:00,28.644999999999936
2019-09-02 14:07:00,28.428999999999935
2019-09-02 14:08:00,28.180999999999937
2019-09-02 14:09:00,27.999999999999936
2019-09-02 14:10:00,27.956999999999937
2019-09-02 14:11:00,28.033999999999942
2019-09-02 14:12:00,28.20799999999994
2019-09-02 14:13:00,28.44099999999994
2019-09-02 14:14:00,28.64799999999994
2019-09-02 14:15:00,28.885999999999946
2019-09-02 14:16:00,29.168999999999944
2019-09-02 14:17:00,29.434999999999945
2019-09-02 14:18:00,29.64699999999994
2019-09-02 14:19:00,29.868999999999936
2019-09-02 14:20:00,29.956999999999937
2019-09-02 14:21:00,29.928999999999938
2019-09-02 14:22:00,29.78899999999994
2019-09-02 14:23:00,29.67599999999994
2019-09-02 14:24:00,29.656999999999943
2019-09-02 14:25:00,29.60799999999994
2019-09-02 14:26:00,29.51699999999994
2019-09-02 14:27:00,29.383999999999936
2019-09-02 14:28:00,29.255999999999936
2019-09-02 14:29:00,29.105999999999938
2019-09-02 14:30:00,28.94999999999994
2019-09-02 14:31:00,28.817999999999937
2019-09-02 14:32:00,28.71799999999994
2019-09-02 14:33:00,28.555999999999937
2019-09-02 14:34:00,28.395999999999937
2019-09-02 14:35:00,28.346999999999934
2019-09-02 14:36:00,28.261999999999937
2019-09-02 14:37:00,28.200999999999937
2019-09-02 14:38:00,28.164999999999935
2019-09-02 14:39:00,28.109999999999935
2019-09-02 14:40:00,28.107999999999937
2019-09-02 14:41:00,28.160999999999934
2019-09-02 14:42:00,28.26299999999993
2019-09-02 14:43:00,28.43199999999993
2019-09-02 14:44:00,28.619999999999937
2019-09-02 14:45:00,28.745999999999935
2019-09-02 14:46:00,28.907999999999937
2019-09-02 14:47:00,29.07899999999994
2019-09-02 14:48:00,29.26899999999994
2019-09-02 14:49:00,29.467999999999943
2019-09-02 14:50:00,29.570999999999948
2019-09-02 14:51:00,29.59499999999995
2019-09-02 14:52:00,29.596999999999944
2019-09-02 14:53:00,29.541999999999945
2019-09-02 14:54:00,29.510999999999946
2019-09-02 14:55:00,29.532999999999948
2019-09-02 14:56:00,29.603999999999946
2019-09-02 14:57:00,29.683999999999948
2019-09-02 14:58:00,29.710999999999945
2019-09-02 14:59:00,29.734999999999946
2019-09-02 15:00:00,29.86999999999994
2019-09-02 15:01:00,30.059999999999945
2019-09-02 15:02:00,30.226999999999947
2019-09-02 15:03:00,30.36599999999995
2019-09-02 15:04:00,30.45199999999995
2019-09-02 15:05:00,30.390999999999945
2019-09-02 15:06:00,30.273999999999944
2019-09-02 15:07:00,30.126999999999942
2019-09-02 15:08:00,30.031999999999943
2019-09-02 15:09:00,29.941999999999943
2019-09-02 15:10:00,29.773999999999944
2019-09-02 15:11:00,29.591999999999945
2019-09-02 15:12:00,29.35699999999995
2019-09-02 15:13:00,29.11299999999995
2019-09-02 15:14:00,28.882999999999953
2019-09-02 15:15:00,28.725999999999953
2019-09-02 15:16:00,28.615999999999957
2019-09-02 15:17:00,28.604999999999954
2019-09-02 15:18:00,28.604999999999954
2019-09-02 15:19:00,28.588999999999952
2019-09-02 15:20:00,28.525999999999954
2019-09-02 15:21:00,28.43999999999995
2019-09-02 15:22:00,28.40499999999995
2019-09-02 15:23:00,28.445999999999948
2019-09-02 15:24:00,28.404999999999944
2019-09-02 15:25:00,28.342999999999943
2019-09-02 15:26:00,28.25899999999994
2019-09-02 15:27:00,28.09099999999994
2019-09-02 15:28:00,27.89199999999994
2019-09-02 15:29:00,27.660999999999937
2019-09-02 15:30:00,27.59599999999994
2019-09-02 15:31:00,27.555999999999937
2019-09-02 15:32:00,27.52899999999994
2019-09-02 15:33:00,27.46199999999994
2019-09-02 15:34:00,27.450999999999937
2019-09-02 15:35:00,27.459999999999933
2019-09-02 15:36:00,27.422999999999934
2019-09-02 15:37:00,27.398999999999933
2019-09-02 15:38:00,27.396999999999935
2019-09-02 15:39:00,27.49899999999993
2019-09-02 15:40:00,27.561999999999934
2019-09-02 15:41:00,27.596999999999934
2019-09-02 15:42:00,27.648999999999933
2019-09-02 15:43:00,27.729999999999926
2019-09-02 15:44:00,27.80299999999993
2019-09-02 15:45:00,27.88399999999993
2019-09-02 15:46:00,28.023999999999933
2019-09-02 15:47:00,28.15599999999993
2019-09-02 15:48:00,28.23099999999993
2019-09-02 15:49:00,28.23699999999993
2019-09-02 15:50:00,28.247999999999934
2019-09-02 15:51:00,28.240999999999936
2019-09-02 15:52:00,28.238999999999937
2019-09-02 15:53:00,28.23299999999994
2019-09-02 15:54:00,28.269999999999943
2019-09-02 15:55:00,28.33399999999994
2019-09-02 15:56:00,28.37399999999994
2019-09-02 15:57:00,28.39799999999994
2019-09-02 15:58:00,28.450999999999937
2019-09-02 15:59:00,28.47199999999994
2019-09-02 16:00:00,28.47399999999994
2019-09-02 16:01:00,28.526999999999937
2019-09-02 16:02:00,28.596999999999934
2019-09-02 16:03:00,28.598999999999933
2019-09-02 16:04:00,28.55899999999993
2019-09-02 16:05:00,28.412999999999933
2019-09-02 16:06:00,28.304999999999932
2019-09-02 16:07:00,28.235999999999933
2019-09-02 16:08:00,28.228999999999935
2019-09-02 16:09:00,28.272999999999932
2019-09-02 16:10:00,28.197999999999933
2019-09-02 16:11:00,28.077999999999935
2019-09-02 16:12:00,27.947999999999933
2019-09-02 16:13:00,27.880999999999933
2019-09-02 16:14:00,27.835999999999935
2019-09-02 16:15:00,27.914999999999935
2019-09-02 16:16:00,27.973999999999933
2019-09-02 16:17:00,28.01499999999993
2019-09-02 16:18:00,28.01699999999993
2019-09-02 16:19:00,28.029999999999927
2019-09-02 16:20:00,28.124999999999925
2019-09-02 16:21:00,28.199999999999925
2019-09-02 16:22:00,28.225999999999924
2019-09-02 16:23:00,28.255999999999926
2019-09-02 16:24:00,28.28299999999993
2019-09-02 16:25:00,28.25099999999993
2019-09-02 16:26:00,28.145999999999937
2019-09-02 16:27:00,28.06099999999994
2019-09-02 16:28:00,27.969999999999942
2019-09-02 16:29:00,27.86499999999994
2019-09-02 16:30:00,27.741999999999944
2019-09-02 16:31:00,27.667999999999942
2019-09-02 16:32:00,27.629999999999946
2019-09-02 16:33:00,27.58399999999994
2019-09-02 16:34:00,27.56699999999994
2019-09-02 16:35:00,27.540999999999933
2019-09-02 16:36:00,27.56899999999994
2019-09-02 16:37:00,27.580999999999932
2019-09-02 16:38:00,27.56999999999993
2019-09-02 16:39:00,27.55299999999993
2019-09-02 16:40:00,27.585999999999927
2019-09-02 16:41:00,27.623999999999928
2019-09-02 16:42:00,27.57899999999993
2019-09-02 16:43:00,27.531999999999925
2019-09-02 16:44:00,27.47899999999992
2019-09-02 16:45:00,27.469999999999924
2019-09-02 16:46:00,27.461999999999925
2019-09-02 16:47:00,27.405999999999928
2019-09-02 16:48:00,27.349999999999927
2019-09-02 16:49:00,27.28499999999993
2019-09-02 16:50:00,27.22199999999993
2019-09-02 16:51:00,27.141999999999932
2019-09-02 16:52:00,27.11799999999993
2019-09-02 16:53:00,27.052999999999933
2019-09-02 16:54:00,26.94999999999994
2019-09-02 16:55:00,26.81099999999994
2019-09-02 16:56:00,26.660999999999937
2019-09-02 16:57:00,26.537999999999943
2019-09-02 16:58:00,26.41599999999994
2019-09-02 16:59:00,26.36699999999994
2019-09-02 17:00:00,26.26699999999994
2019-09-02 17:01:00,26.208999999999936
2019-09-02 17:02:00,26.163999999999938
2019-09-02 17:03:00,26.141999999999932
2019-09-02 17:04:00,26.204999999999934
2019-09-02 17:05:00,26.25199999999993
2019-09-02 17:06:00,26.317999999999927
2019-09-02 17:07:00,26.398999999999926
2019-09-02 17:08:00,26.495999999999924
2019-09-02 17:09:00,26.535999999999923
2019-09-02 17:10:00,26.61399999999992
2019-09-02 17:11:00,26.66299999999992
2019-09-02 17:12:00,26.73699999999992
2019-09-02 17:13:00,26.828999999999922
2019-09-02 17:14:00,26.876999999999924
2019-09-02 17:15:00,26.926999999999925
